"","X","Aw2.1","Aw2.2","Aw2.3","JiggleRMS","ans","head2","p2","pitch2","roll2","speedJJ","r","sec","p","pitch","roll","head","MSA","jerk","dive","speedFN","event","min.p","max.p","max.speed","min.speed","delta.speed","delta.p","tag"
"42241",42241,0.944907089807518,-0.169624205341431,0.528479940486903,-30.5341458953269,3.53400367032157,1.94667885898214,142.794009836192,1.03969605283089,-0.310579162076097,3.53400367032157,42241,8448.2,142.794009836192,119.140391607241,-17.7948751916699,111.536482687019,0.940081967487402,18.7642622373916,"15",3.53400367032157,"lunge",131.513506654469,144.166574098709,3.53757635018502,1,2.56595613371447,12.65306744424,"mn12_262a"
"42414",42414,0.440185398320834,-0.0198938240847528,0.549471265489645,-40.7894700223523,2.3103427269194,-1.12707114010426,142.13497420327,0.675096132925251,-0.0361895874926211,2.3103427269194,42414,8482.8,142.13497420327,77.3603183644394,-2.07351062564662,-64.5764195389718,-2.8995539828721,15.3922813034072,"15",2.3103427269194,"lunge",130.234046629856,144.552157914977,2.89076043647865,1.18412137171089,1.70663906476776,14.318111285121,"mn12_262a"
"42556",42556,1.02469634655524,0.0616212133253289,1.0938441202822,-30.0817420958639,3.6008914787904,2.17455667968634,137.440508103844,0.751979989392958,0.0562750664254322,3.6008914787904,42556,8511.2,137.440508103844,86.1705593410178,3.22432379799563,124.592920058009,4.90428842621607,19.2177137139715,"15",3.6008914787904,"lunge",123.283961184805,138.227279295741,3.73389281554366,1.16150356710648,2.57238924843718,14.943318110936,"mn12_262a"
"43842",43842,0.0262796586937185,0.0893591547046923,1.08005572600278,-38.7383635314511,2.5153317753103,-1.46398514149149,137.20948433766,0.0242441579447855,0.0825476800036533,2.5153317753103,43842,8768.4,137.20948433766,2.77817585616954,4.72963367280579,-83.8801698773248,0.82439207923473,6.89586798726755,"16",2.5153317753103,"lunge",128.676932494945,137.667985585024,2.91084510980417,1,1.91705854121681,8.99105309007902,"mn12_262a"
"44027",44027,-0.335063737848733,-0.0342572776921761,0.658427349621534,-41.9581494902384,2.20110508727197,2.29242675516264,144.535455589063,-0.470184098136661,-0.0519820694205537,2.20110508727197,44027,8805.4,144.535455589063,-53.8791288347912,-2.97835318815378,131.34637791369,-2.55391894635295,7.54292265845265,"16",2.20110508727197,"lunge",143.411056594724,146.283702966122,2.53311844838569,1.02350699584678,1.50961145253891,2.87264637139802,"mn12_262a"
"44214",44214,0.0400055428138181,-0.111666190091141,0.824530035408738,-38.1494114447803,2.57748480285078,-0.292637244433603,145.495855088681,0.0480432839367323,-0.134611111456676,2.57748480285078,44214,8842.8,145.495855088681,5.50535480704685,-7.71264856203266,-16.7668790343837,-1.63753066083897,6.99352291280389,"16",2.57748480285078,"lunge",142.248736576834,147.242822822207,2.72778784592862,1.0285878427598,1.69920000316882,4.99408624537298,"mn12_262a"
"44392",44392,0.63918391412363,-0.111375599409698,0.806661382099399,-36.0354424652851,2.81349710849942,-2.49711468059549,144.332746924012,0.66548756099527,-0.137202375397076,2.81349710849942,44392,8878.4,144.332746924012,76.2592571269678,-7.86111704942202,-143.07413215828,0.345308447274194,9.80819102066879,"16",2.81349710849942,"lunge",140.090034333097,145.247620499895,2.89685562452692,1.08053318540757,1.81632243911935,5.15758616679798,"mn12_262a"
"44566",44566,0.474330618054186,-0.108521696945595,1.0458685617669,-34.7623357108907,2.96593578014467,1.32364185514328,142.131176729985,0.423773299350849,-0.103392268831599,2.96593578014467,44566,8913.2,142.131176729985,48.5608430462753,-5.92394063833262,75.8390918865767,1.50551330346543,8.16348919723295,"16",2.96593578014467,"lunge",137.970540409614,142.673448480188,2.99641400040767,1.1793534468237,1.81706055358397,4.70290807057401,"mn12_262a"
"44724",44724,0.726432156417655,-0.149020103414874,0.78680546817096,-32.8021929828437,3.21694258100371,-0.596355187859766,142.263802067577,0.736746263741195,-0.187181742497315,3.21694258100371,44724,8944.8,142.263802067577,84.4249029688054,-10.7247238470007,-34.1686353550959,0.796209612963734,13.8930238149336,"16",3.21694258100371,"lunge",134.977706773214,143.346284030921,3.41926659010297,1.12095052504033,2.29831606506264,8.36857725770699,"mn12_262a"
"44882",44882,0.471845310788768,0.0679481756031965,0.791350014336808,-34.7465503629344,2.96787681717767,1.72783240166483,138.148261436778,0.536046127231027,0.0856535352818736,2.96787681717767,44882,8976.4,138.148261436778,61.4263614293412,4.90758607202625,98.9975043213474,-0.746824299998952,12.8957828929114,"16",2.96787681717767,"lunge",129.283980935236,140.891047062209,3.73359014630522,1,2.83769314719222,11.607066126973,"mn12_262a"
"45067",45067,0.0914491607076308,0.260160461097224,0.952085221702827,-34.9724505047847,2.94021970924313,-0.658520455785481,135.406759467612,0.0923907893467032,0.266741625395082,2.94021970924313,45067,9013.4,135.406759467612,10.5872045908967,15.2831693555978,-37.7304428395394,-0.086124175030961,12.269389470928,"16",2.94021970924313,"lunge",125.713950116063,138.158689288861,3.32680844982979,1,2.37813272752578,12.444739172798,"mn12_262a"
"45218",45218,0.914956411125004,0.258334876206525,0.851361586558834,-31.247849232014,3.43099986827913,-2.27862417988302,135.745259228252,0.799396372965562,0.294607305964994,3.43099986827913,45218,9043.6,135.745259228252,91.6040766579851,16.8797552455135,-130.555548603756,2.7086438097899,22.4015070604892,"16",3.43099986827913,"lunge",119.732557022561,136.324732206739,3.65155959113644,1.11275116007549,2.53880843106095,16.592175184178,"mn12_262a"
"46806",46806,-0.135090978330838,0.0458010460131761,0.937166138506175,-43.0649189491448,2.10242006964514,-1.56657388674402,141.579603267817,-0.142993890594055,0.0488329994808702,2.10242006964514,46806,9361.2,141.579603267817,-16.3858928543895,2.7979247712184,-89.7580720058376,-0.510340560155666,13.3635950986578,"17",2.10242006964514,"lunge",136.627050622848,142.079970845502,2.79600596126493,1,1.83031194829717,5.452920222654,"mn12_262a"
"46984",46984,-0.0390377229198408,-0.0229617918725555,1.05714073160758,-39.5912762126727,2.42796982695607,2.59706656108697,140.666211991493,-0.0369021821685901,-0.0217172427315009,2.42796982695607,46984,9396.8,140.666211991493,-4.22867858616628,-1.24430635117617,148.800953064838,0.569868796860944,10.0942489504599,"17",2.42796982695607,"lunge",135.21298572589,141.081386799612,2.71520840709896,1.12010079528473,1.59510761181423,5.868401073722,"mn12_262a"
"47149",47149,0.0231471890335061,0.0826909235304292,1.02120368398992,-37.769732293654,2.61836473873982,0.504251594590583,139.16825062269,0.0225887848880164,0.0807976935883578,2.61836473873982,47149,9429.8,139.16825062269,2.58848407682447,4.62936683700414,28.8914881827822,0.243279107823187,11.7658494860285,"17",2.61836473873982,"lunge",132.887171959748,140.086993561719,2.91996247284573,1.26740855214667,1.65255392069906,7.199821601971,"mn12_262a"
"47314",47314,0.309578633857646,-0.0244121763312791,0.7662299492023,-39.9658555740061,2.39056770690853,-0.940241946500573,137.88305625817,0.383798114382429,-0.0318493441619279,2.39056770690853,47314,9462.8,137.88305625817,43.9800242783847,-1.8248330007381,-53.8718952556482,-1.69883808215337,18.8125706889962,"17",2.39056770690853,"lunge",129.476791263723,140.172810138307,3.40903770086924,1.13916247799226,2.26987522287698,10.696018874584,"mn12_262a"
"47495",47495,0.554347935832189,-0.217692393891434,0.608425764705344,-35.2738075338827,2.90372519026605,1.75589579059161,134.977706773214,0.709039980285707,-0.343603208116807,2.90372519026605,47495,9499,134.977706773214,81.2499967528203,-19.6870136522483,100.605418065686,-1.45731677719182,21.6251543742851,"17",2.90372519026605,"lunge",125.738285337429,137.889736797924,3.23582067495904,1.09128059087476,2.14454008408428,12.151451460495,"mn12_262a"
"47668",47668,0.581122617331322,0.0216687892808475,0.625122467310814,-35.9253847577542,2.82635985320435,0.645073647623433,132.946393573021,0.748638219434136,0.0346493975323749,2.82635985320435,47668,9533.6,132.946393573021,85.7876207115296,1.98526424127609,36.959997483932,-1.43386608793923,12.1655904667672,"17",2.82635985320435,"lunge",121.294308268403,136.855691605007,3.30426508482883,1.27018446640492,2.03408061842391,15.561383336604,"mn12_262a"
"47836",47836,0.853031534021088,0.147658601869605,0.938086359706619,-32.8723335201297,3.20760451046071,-2.20694551798108,133.784468003194,0.731859494970218,0.156123099598034,3.20760451046071,47836,9567.2,133.784468003194,83.8649205167387,8.94519469146793,-126.448663795629,2.71161412422926,18.6052044378341,"17",3.20760451046071,"lunge",120.382667062795,134.322538923588,3.48822113204924,1.00912315115816,2.47909798089108,13.939871860793,"mn12_262a"
"48013",48013,1.14421708177736,-0.131250453495108,0.51812497628731,-33.8826330568656,3.07606806396407,2.35405442750179,131.16949472159,1.13379417832214,-0.248099168743544,3.07606806396407,48013,9602.6,131.16949472159,129.923242508723,-14.2150352697091,134.877383439938,2.57815466806992,13.8175122101664,"17",3.07606806396407,"lunge",117.567468873345,132.752751874903,3.41036629738618,1.09436131947793,2.31600497790825,15.185283001558,"mn12_262a"
"48182",48182,0.955036089640734,-0.301387460740031,0.201693399656959,-29.7944652601015,3.6440209835872,0.807702596779559,131.052303155196,1.20789112347694,-0.981030672851339,3.6440209835872,48182,9636.4,131.052303155196,138.414126973088,-56.2089171272611,46.2779498972256,0.211545263355913,17.1614577485015,"17",3.6440209835872,"lunge",116.358886328029,132.757822589711,3.6440209835872,1.01938334908126,2.62463763450594,16.398936261682,"mn12_262a"
"49660",49660,0.480108916347043,0.068269506687153,1.15550616354686,-33.1266317069799,3.17397555969389,0.224844973637805,133.004839212938,0.393176788401126,0.0590133045740528,3.17397555969389,49660,9932,133.004839212938,45.0547411557855,3.3812132872133,12.8826680341765,2.48245511294766,8.76704502652331,"18",3.17397555969389,"lunge",122.265916840109,133.213265234169,3.54630767233892,1.05986777140574,2.48643990093318,10.94734839406,"mn12_262a"
"49931",49931,-0.192975895670403,0.175575504056307,0.94984223775902,-46.6928209933474,1.80891897077148,0.25460848212234,140.70559281371,-0.197185756554167,0.182783841546523,1.80891897077148,49931,9986.2,140.70559281371,-22.5958232612958,10.4727426838038,14.5879914538421,-0.146892017690537,6.49224629121375,"18",1.80891897077148,"lunge",134.83693934976,141.038135483233,2.63581642345944,1,1.64653020598283,6.20119613347299,"mn12_262a"
"50302",50302,0.846506362467581,-0.1132813931496,0.871895082979013,-38.9350953207955,2.49490610427016,2.72384805336903,135.589911324226,0.7664420810316,-0.129201728557383,2.49490610427016,50302,10060.4,135.589911324226,87.827792968669,-7.4027137521329,156.064997492971,2.16231201449603,7.00367664887259,"18",2.49490610427016,"lunge",123.811830386777,136.129193005621,3.25649321700986,1.10843165624078,2.14806156076908,12.317362618844,"mn12_262a"
"50668",50668,0.528124200767439,-0.160981743902039,0.757665252775918,-30.6922577184798,3.51092105571306,1.47066480695778,139.890459293545,0.598421130500386,-0.20935745629138,3.51092105571306,50668,10133.6,139.890459293545,68.5740102982392,-11.9952986550907,84.2628865171025,-0.613016680756285,9.62571747936274,"18",3.51092105571306,"lunge",127.530983888003,142.885172966393,3.51092105571306,1.1015697274555,2.40935132825756,15.35418907839,"mn12_262a"
"51776",51776,-0.363658664126901,-0.0848825659831577,0.800541248438636,-38.2164917339656,2.57032891837488,1.15533719292066,142.251337867498,-0.424294771441325,-0.10563677081308,2.57032891837488,51776,10355.2,142.251337867498,-48.6205993461117,-6.05254112898026,66.1959450688454,-1.14388054516295,8.93832428431924,"19",2.57032891837488,"lunge",137.215047103164,143.830369709641,3.04632756991711,1.09904295789338,1.94728461202373,6.61532260647698,"mn12_262a"
"51907",51907,-0.0289968487411657,0.0260148600935877,0.989676173354464,-39.2061130885556,2.46703905350181,0.457246410551388,142.874791996201,-0.0292808417446133,0.0262801828324751,2.46703905350181,51907,10381.4,142.874791996201,-3.35533730511364,1.50574356113298,26.1982895221006,-0.093726203479151,8.04430595682965,"19",2.46703905350181,"lunge",142.084311418604,144.998801562239,3.05820351751092,1.78584917497475,1.27235434253617,2.91449014363502,"mn12_262a"
"52155",52155,0.317822892256439,-0.204610720084456,0.842347594555235,-35.1363999009042,2.92030881408769,0.509766632057017,147.577886904959,0.351425303242103,-0.238290260660865,2.92030881408769,52155,10431,147.577886904959,40.2703733797552,-13.6530262349398,29.2074765534654,-0.752470017974795,10.8170940217801,"19",2.92030881408769,"lunge",143.91939560041,148.373197237091,3.27656184333545,1.09112808502974,2.18543375830571,4.45380163668099,"mn12_262a"
"52379",52379,0.0800035858699299,0.0334323455364723,1.02953491628012,-41.02744605152,2.28766782029319,1.10577921444915,147.423911392975,0.0775119256833606,0.0324618435318145,2.28766782029319,52379,10475.8,147.423911392975,8.8822124071765,1.85992662958702,63.3564820612276,0.32538240182968,8.90746453175514,"19",2.28766782029319,"lunge",139.844736542947,147.423911392975,3.13497273495488,1,2.17102667082029,7.57917485002798,"mn12_262a"
"52540",52540,0.180664363945139,-0.208983710504391,0.983933065191529,-39.5189799512304,2.43525577017322,2.18633283358406,147.426626685628,0.177713138696868,-0.209286140138592,2.43525577017322,52540,10508,147.426626685628,20.3644256227072,-11.9912125405248,125.267643975245,0.215525985875516,7.94854140140618,"19",2.43525577017322,"lunge",141.852450425208,148.342765501159,2.85394442919383,1,1.87513954500886,6.490315075951,"mn12_262a"
"52705",52705,0.116822671240468,0.0241676067293573,0.80295523464775,-30.7681167454116,3.49990003938756,3.14704572383051,146.230249847479,0.144412677634528,0.0300892400547797,3.49990003938756,52705,10541,146.230249847479,16.5484738732835,1.72398646389486,180.312437910181,-1.84591668852978,15.5005504202507,"19",3.49990003938756,"lunge",134.035081468089,149.017132036124,3.50800897460397,1.08584166832761,2.42216730627636,14.982050568035,"mn12_262a"
"54306",54306,-0.190588105183507,-0.103078949206986,0.757004277517219,-40.9143133383465,2.29841948162144,-0.708148404589465,139.794439253756,-0.244474251685237,-0.135334594487549,2.29841948162144,54306,10861.2,139.794439253756,-28.0146856423662,-7.75410108625103,-40.573914851899,-2.0848575987238,10.5775325985196,"20",2.29841948162144,"lunge",133.426834926291,140.707992968635,3.04354518851863,1,2.12377725542774,7.281158042344,"mn12_262a"
"54583",54583,0.4133363334522,-0.181453781349695,0.857039960858047,-35.2040648398545,2.9121305807868,-0.603978168384009,144.08842989193,0.440854260867373,-0.208640405194907,2.9121305807868,54583,10916.6,144.08842989193,50.5181770561197,-11.9542146535676,-34.6053999664455,-0.307402682381881,10.5050973409596,"20",2.9121305807868,"lunge",141.093095984695,145.085532534015,2.92174107477202,1.86850774435636,1.05323333041566,3.99243654931999,"mn12_262a"
"54669",54669,-0.0263772820251154,-0.0751592041280129,0.898390439212019,-39.7715308269541,2.40989873950515,-0.969663845517443,141.761338828523,-0.0292500442776738,-0.0834654821306942,2.40989873950515,54669,10933.8,141.761338828523,-3.35180817536299,-4.78221986111337,-55.5576458945749,-0.961888630407925,13.6044132605582,"20",2.40989873950515,"lunge",135.684926619827,142.091269537224,2.94190654085883,1.04404138979933,1.8978651510595,6.40634291739701,"mn12_262a"
"56612",56612,0.090683099443741,-0.0484000803937834,0.900131332224878,-42.0287082003974,2.19467773058388,-1.86677155813103,139.917418324223,0.100261663414392,-0.053718290206721,2.19467773058388,56612,11322.4,139.917418324223,11.4891403212118,-3.07783131150405,-106.958131595969,-0.922006906111686,10.4352743914559,"21",2.19467773058388,"lunge",133.216305389771,141.290669122501,2.81328078539857,1,1.83204993835683,8.07436373272998,"mn12_262a"
"56758",56758,0.17942373642868,-0.0321882417822923,0.901378301587492,-35.1468096748691,2.91904915726418,-1.9335484630903,138.715986353403,0.196364644443382,-0.0356948575007982,2.91904915726418,56758,11351.6,138.715986353403,22.5017307443857,-2.04516468511663,-110.784166419081,-0.788200631908149,13.4314608695429,"21",2.91904915726418,"lunge",130.971268487712,140.671211501543,2.91904915726418,1,2.01391901962798,9.69994301383102,"mn12_262a"
"56964",56964,-0.000449495617098811,0.0721461286992564,0.978079136194983,-42.0981301655801,2.18837224006542,-2.74481827407716,139.924822943897,-0.000458324572881276,0.0736297327251093,2.18837224006542,56964,11392.8,139.924822943897,-0.0525201273464665,4.21867293182504,-157.266502635004,-0.1889105014664,8.91668884294129,"21",2.18837224006542,"lunge",132.517958933719,140.259946693115,2.52346468327348,1.04562602479824,1.47783865847524,7.74198775939601,"mn12_262a"
"57209",57209,0.113844673743753,0.0357165422500127,0.836278035039045,-37.9865978211176,2.59493614395421,-2.45569217249506,139.395759935505,0.135179120694596,0.0426829932184281,2.59493614395421,57209,11441.8,139.395759935505,15.4903861881798,2.44555536840144,-140.700797267279,-1.52251334736449,15.8802067930363,"21",2.59493614395421,"lunge",130.952689972328,141.429358341412,2.81885953724034,1,1.89119864615363,10.476668369084,"mn12_262a"
"57332",57332,0.0722371526929783,-0.0162492216059159,0.886887232287296,-38.5960394445024,2.5302127384279,3.23120598872054,128.907660591284,0.0812572306451966,-0.0183195824553937,2.5302127384279,57332,11466.4,128.907660591284,9.31139274178172,-1.04963475713597,185.134465891083,-1.07900032630956,16.8472076761423,"21",2.5302127384279,"lunge",124.832333217081,130.364643091378,3.37452786136304,1.06281140092401,2.31171646043903,5.53230987429701,"mn12_262a"
"57479",57479,0.038156483162946,-0.0887795251619179,0.830978976593234,-35.5499912021642,2.87067711727367,3.33431560223001,131.669948773869,0.0456259868868774,-0.106433543789358,2.87067711727367,57479,11495.8,131.669948773869,5.22835296947463,-6.09819285775104,191.042211572401,-1.60261631489483,17.1080544693293,"21",2.87067711727367,"lunge",124.30157736332,133.367714506258,2.87067711727367,1.03456596969635,1.83611114757732,9.066137142938,"mn12_262a"
"61794",61794,0.461744684991071,0.0382160464630232,0.719449235966214,-37.6673757624913,2.62949596621831,-0.335958560161911,112.52684085892,0.569951036718122,0.0530686004897089,2.62949596621831,61794,12358.8,112.52684085892,65.3115778661084,3.04060683272621,-19.2490075885694,-1.41479398963373,8.73681309925564,"21",2.62949596621831,"lunge",92.0893348158077,115.647895559687,2.84127855223736,1.75343150369268,1.08784704854468,23.5585607438793,"mn12_262a"
"63136",63136,-0.370899644511317,-0.00935727013091187,0.884268937721416,-40.1741562633664,2.37001853627939,-0.891761719293801,146.074574723408,-0.397133707982391,-0.0105815329344533,2.37001853627939,63136,12627.2,146.074574723408,-45.5081707395438,-0.606277177922857,-51.0941828468648,-0.402560136880042,11.8794935048329,"22",2.37001853627939,"lunge",141.830338711356,146.949028633285,2.54630471590434,1.11455980697918,1.43174490892516,5.11868992192899,"mn12_262a"
"63305",63305,0.467180763515259,-0.303112110145569,0.945696581114386,-37.4146992000293,2.65717744739326,3.00432852597583,145.952090914927,0.439715924450143,-0.310172118506539,2.65717744739326,63305,12661,145.952090914927,50.3877333113731,-17.7715533130563,172.135344809175,0.956016981381924,13.2834888901654,"22",2.65717744739326,"lunge",139.750096197918,146.285484418436,2.70261892456053,1.12054431609287,1.58207460846766,6.535388220518,"mn12_262a"
"63470",63470,0.658601291574206,-0.320483745076501,0.780417174803414,-35.2605302238833,2.90532350002856,0.750983943393893,144.204312649719,0.662829381083381,-0.389659519530617,2.90532350002856,63470,12694,144.204312649719,75.9546521466924,-22.3258459161998,43.0282104385616,0.689290071321151,13.6207762794907,"22",2.90532350002856,"lunge",137.046938696233,144.787592824209,3.06871447543758,1.33786285911342,1.73085161632416,7.740654127976,"mn12_262a"
"63624",63624,0.876819602674607,-0.327726221930845,0.680781620080449,-34.1947362357151,3.03653466468775,-1.11380237899844,143.418803693552,0.859547149791043,-0.448654750240457,3.03653466468775,63624,12724.8,143.418803693552,98.4968479510519,-25.7060236472742,-63.8161755282411,1.54401554310316,13.1448698052344,"22",3.03653466468775,"lunge",134.598588598235,144.248806543199,3.1381455237776,1,2.15518637296217,9.650217944964,"mn12_262a"
"63862",63862,-0.0628267573223506,-0.1304955694093,0.842223122919135,-37.0351788880541,2.69930357041109,-1.00029574739518,140.892597219595,-0.0735836288017154,-0.153719468248976,2.69930357041109,63862,12772.4,140.892597219595,-8.43206274319116,-8.80747675966159,-57.3127245906281,-1.42603078732848,17.7435728764541,"22",2.69930357041109,"lunge",134.105449501837,142.469945669554,2.85661041146795,1.05114047857147,1.80546993289648,8.36449616771699,"mn12_262a"
"67981",67981,0.64864647209774,-0.263689004395992,0.817296095562444,-34.445789331478,3.00510337389004,-0.826821771821035,132.346757501959,0.646891299457484,-0.312092104660556,3.00510337389004,67981,13596.2,132.346757501959,74.1282825252946,-17.881560416405,-47.3733979348741,0.747451729007499,16.0953144233942,"23",3.00510337389004,"lunge",125.733743776515,133.137785101796,3.93609954300314,1.04087006652712,2.89522947647602,7.404041325281,"mn12_262a"
"68297",68297,-0.518752309050856,0.155116467921151,0.648516346137679,-36.2075450855339,2.79350024677436,-1.8293246981988,124.495086902096,-0.661157994449285,0.234775809108245,2.79350024677436,68297,13659.4,124.495086902096,-75.7631253465559,13.4516629936715,-104.812584565834,-1.52169324274219,15.5561785013828,"23",2.79350024677436,"lunge",123.075432576275,125.530966296459,2.79350024677436,1,1.86153630130159,2.45553372018399,"mn12_262a"
"68453",68453,0.70367509950253,-0.182929530481566,1.12200862438184,-32.3023037927346,3.28428667950253,0.293747387359017,128.663895916179,0.554261401405196,-0.161615574596736,3.28428667950253,68453,13690.6,128.663895916179,63.5136780950482,-9.25989032797469,16.8304855386662,3.30468046042603,15.5842566739518,"23",3.28428667950253,"lunge",123.043004480169,128.951149316684,3.28428667950253,1.10702536952901,2.17726130997352,5.90814483651499,"mn12_262a"
"68599",68599,0.506921878175432,-0.23888601407017,1.19591663083088,-33.3602462652798,3.14339266751007,-2.19355661519006,128.711231919272,0.393937940552113,-0.197156504157636,3.14339266751007,68599,13719.8,128.711231919272,45.1419627674232,-11.296235591786,-125.681536173393,3.14500905084833,17.162217776833,"23",3.14339266751007,"lunge",121.554404882424,128.711231919272,3.38133755635522,1,2.46596376347556,7.156827036848,"mn12_262a"
"68759",68759,0.212381913065359,-0.258529749262703,0.624502274566941,-29.3526350223979,3.71136431200087,-0.59814435831538,123.51347174628,0.304451930947352,-0.392497380151125,3.71136431200087,68759,13751.8,123.51347174628,34.8876214157833,-22.4884433526013,-34.2711472710321,-2.85881461497562,23.7700669350069,"23",3.71136431200087,"lunge",118.645911379585,125.055165217584,3.71136431200087,1,2.81967177805686,6.409253837999,"mn12_262a"
"68920",68920,0.672534224223896,-0.218824264037621,0.76117508064427,-31.3472865377394,3.41688907941414,-0.514593815425706,123.938969395145,0.704002861069032,-0.279933353817606,3.41688907941414,68920,13784,123.938969395145,80.6727854087808,-16.0389997186912,-29.4840537874271,0.382708735427412,16.8015155073419,"23",3.41688907941414,"lunge",119.736972251482,125.231318268053,3.41688907941414,1,2.45345794365088,5.494346016571,"mn12_262a"
"69037",69037,0.207510863770634,-0.235089299158877,1.07192102054948,-32.8810508043002,3.206445841388,-0.146126866712939,121.484724263219,0.186886970954375,-0.215897671727893,3.206445841388,69037,13807.4,121.484724263219,21.4156693633393,-12.3700253967092,-8.37245273612213,1.14585651526426,21.5168262569845,"23",3.206445841388,"lunge",117.282296498501,122.527591793438,3.206445841388,1,2.28381091427094,5.24529529493701,"mn12_262a"
"69220",69220,0.144556738789396,-0.128584582233278,1.02667760091815,-37.7774548221241,2.61752683137117,0.496110809466942,124.156814378385,0.13881057377292,-0.124594631998004,2.61752683137117,69220,13844,124.156814378385,15.9065200579553,-7.13874656347129,28.4250555532747,0.438824023562315,17.0426367914093,"23",2.61752683137117,"lunge",122.821513984583,125.864605328782,2.81585276515208,1,1.89825183465029,3.043091344199,"mn12_262a"
"69366",69366,0.10254352443752,-0.125587022050207,1.00425266439088,-45.8729944974937,1.8714385476659,0.182906704955162,124.038398108411,0.100975509490927,-0.124409349117718,1.8714385476659,69366,13873.2,124.038398108411,11.5709410560266,-7.12813063641485,10.4797822385753,0.169227981689845,10.9931369275787,"23",1.8714385476659,"lunge",123.794908639255,125.450835555603,2.78674012512971,1,1.94208024587456,1.65592691634801,"mn12_262a"
"69552",69552,-0.0525074128172329,0.124395015193087,0.890591823258093,-35.499857811521,2.87664799995542,-1.86033930353213,124.413267245784,-0.0583248197009498,0.138778939505592,2.87664799995542,69552,13910.4,124.413267245784,-6.6835320194518,7.95144751897178,-106.589590554698,-0.973122856024572,19.5491924210536,"23",2.87664799995542,"lunge",118.298969389922,125.253888926148,3.02816767362751,1.04648984931901,1.9816778243085,6.954919536226,"mn12_262a"
"70982",70982,0.145553959052846,0.000367237763148232,0.958260768495968,-29.4341165037967,3.69885206686907,3.06392943059248,114.359284272142,0.150741638644723,0.000383233622040203,3.69885206686907,70982,14196.4,114.359284272142,17.2737193824576,0.0219576691104154,175.55022509887,-0.301533099576985,10.5440500480125,"24",3.69885206686907,"lunge",110.156354428269,115.901603385946,3.80853047264402,1.28051465386759,2.52801581877643,5.74524895767701,"mn12_262a"
"71139",71139,-0.178231175747601,0.0433072698296,0.891032646607401,-37.8371162425126,2.61106249791925,0.159342832052601,115.940575532147,-0.197195374898181,0.0485652424886736,2.61106249791925,71139,14227.8,115.940575532147,-22.5969254423316,2.78258342563042,9.12967177227592,-0.885395186205488,14.1356983185552,"24",2.61106249791925,"lunge",111.44597505348,116.564856699448,2.94722857492503,1.11139134235053,1.8358372325745,5.118881645968,"mn12_262a"
"71300",71300,-0.375433519615862,0.00315254476290427,0.694312288763623,-37.6274168558126,2.63385431138732,2.28277449691184,116.482775500475,-0.495691779528083,0.0045404973374138,2.63385431138732,71300,14260,116.482775500475,-56.8020938125769,0.260151334324199,130.793344253148,-2.06604167627804,12.4071469719657,"24",2.63385431138732,"lunge",112.98689935804,117.647946750012,2.70840078634124,1.12063748166115,1.58776330468009,4.66104739197199,"mn12_262a"
"71453",71453,-0.0725388974462617,-0.119892318091076,0.717191275587056,-39.0628718117274,2.48172864867894,-0.1342507719227,117.318974007209,-0.0994297620919573,-0.165637624564311,2.48172864867894,71453,14290.6,117.318974007209,-11.393811451718,-9.49033681610745,-7.6920026275441,-2.6404148612069,18.8621547222433,"24",2.48172864867894,"lunge",112.660653699594,118.067586111174,3.25366382654917,1.19631948122565,2.05734434532352,5.40693241158,"mn12_262a"
"71616",71616,-0.0165610511207156,-0.0757278560620011,1.10308622710605,-38.1428144667404,2.57818961985139,2.63936516140254,116.446824488595,-0.0149770045816002,-0.0685433490200985,2.57818961985139,71616,14323.2,116.446824488595,-1.71623830454758,-3.92724461254381,151.224484342231,1.03760813614677,16.6505670732663,"24",2.57818961985139,"lunge",111.702431062905,116.698178686615,3.16530855837546,1.15058828279085,2.01472027558461,4.99574762370999,"mn12_262a"
"71754",71754,0.441846983385257,-0.237474578884914,0.938909940303597,-35.5787505179811,2.86725748077735,0.587080370061826,115.535446145095,0.428021941931835,-0.247730487032602,2.86725748077735,71754,14350.8,115.535446145095,49.0477016233755,-14.1939113636884,33.6372274395212,0.632595983772588,13.3991606074131,"24",2.86725748077735,"lunge",109.628157271482,116.119439749173,2.96696263710485,1.02460415028786,1.94235848681699,6.491282477691,"mn12_262a"
"71924",71924,0.242551503736054,-0.107589033954508,0.943928647019245,-39.1668490767456,2.4710569612118,1.60125894699997,118.292831948719,0.24996677016078,-0.113490272890894,2.4710569612118,71924,14384.8,118.292831948719,28.6440818974588,-6.5025136524362,91.7453795706606,-0.191091288434353,9.45369178617935,"24",2.4710569612118,"lunge",115.213113157059,119.203343541411,2.69534301585628,1.06147356479684,1.63386945105944,3.990230384352,"mn12_262a"
"72092",72092,-0.119510463742482,-0.0296727140550337,0.915842473077802,-34.740726229745,2.9685932994233,-0.154251639535998,119.376423273816,-0.1296918792786,-0.0323880348342263,2.9685932994233,72092,14418.4,119.376423273816,-14.861594639568,-1.85569770272386,-8.83796792838597,-0.744484733076614,15.1584155603324,"24",2.9685932994233,"lunge",114.966175735785,119.667945146631,3.35873161307567,1.07150817900537,2.2872234340703,4.701769410846,"mn12_262a"
